Song Title,Lyrics
Slava-kpss-codependent-bitch-lyrics,"Я влюбляюсь только в виктимныхЯ влюбляюсь только в виктимныхЯ влюбляюсь только в виктимныхЯ влюбляюсь только в виктимных Созависимая сука Созависимая сукаСозависимая сука Созависимая сука Трахай меня так, как будто я вибраторМ-м-м, жопа пышная, как будто чиабаттаМ-м-м, твои ручки все покрыты сеткой шрамовМ-м-м, расскажи мне про свои проблемы с мамойМ-м-м, это мне знакомо, я и сам ребёнокИ в семье, где крики, маты, пиздюли, как домаТвой отец холодный, я тебе его напомнилЛедяной колодец вместо сердца – это нормаХочу тебя согреть, но как?Я недолюбленный солдатВ театре наших боевыхДействий в центре нездоровой вселенской любвиYou might also likeЯ влюбляюсь только в виктимныхЯ влюбляюсь только в виктимныхЯ влюбляюсь только в виктимныхЯ влюбляюсь только в виктимных Созависимая сука Созависимая сука Созависимая сука Созависимая сука Трахай меня так, как будто я тебе палачСделал больно, ты не скажешь никогда: «Too much»Я разрушенный мальчик, скачи на мне, как блядьПридуши меня, я буду на плече рыдатьДве открытых раны, и я б открылсяНо это очень страшно, мои плохие мыслиУже не раз толкали меня от людей к волкамБоюсь быть брошенным и брошусь к твоим каблукамХочу тебя согреть, но как?Я недолюбленный солдатВ театре наших боевыхДействий в центре нездоровой вселенской любвиЯ влюбляюсь только в виктимныхЯ влюбляюсь только в виктимныхЯ влюбляюсь только в виктимныхЯ влюбляюсь только в виктимныхСозависимая сука Созависимая сука Созависимая сука, Созависимая сука, (Oh, God, damn"
Slava-kpss-and-dk-schizorave-lyrics,"Ощути эти низыВ зал стекаются шизыОщути эти низыВ зал стекаются шизыОщути эти низыВ зал стекаются шизыОщути эти низыВ зал стекаются шизыНо-Но-Но-Ноль, целковыйПолушка, медячокПол-Пол-Полушка, медячокЭто счёт древних шизовНо-Но-Но-Ноль, целковыйПолушка, медячокПол-Пол-Полушка, медячокЭто счёт древних шизовКамикадзе Ди танцуетИ Меркурий в близнецахCMH болванки крутитДаня Кашин на фитахШизодискотекаЭто шизодискотекаРаз, два, триИ кукуха полетела, пау!You might also likeШизодискотекаЭто шизодискотекаШизодискотекаЭто шизодискотекаОщути эти низыВ зал стекаются шизыШизодискотекаЭто шизодискотекаПридумал новенький тиктокЭто будет наш коворкЭто будет мега топЯ хочу модней видокЯ хочу се промокодНа двух отсталых для стримовЯ хочу плевать на полГде вечером будет танцполДиджей-Диджей-Диджей крутит диски, я съел диск, но не CDЗапиши мой номер на бумаге OCBМузыка прибавит люфты, гибнут в слэме все шизыЗакрошились зубы, не наденутся грилзыТы помнишь, как это было с нами впервые?Безумная энергия внутри нас рвётся наружу…Ты смотришь на меня своими большими глазами Ты думаешь, что я тоже под допингом? ШизодискотекаЭто шизодискотекаШизодискотекаЭто шизодискотекаОщути эти низыВ зал стекаются шизыШизодискотекаЭто шизодискотекаЯ-Я-Я-Я-Я ошизелЯ-Я-Я-Я-Я ошизелЯ-Я-Я-Я-Я ошизелЯ-Я-Я-Я-ЯЯ-Я-Я-Я-Я ошизелЯ-Я-Я-Я-Я ошизелЯ-Я-Я-Я-Я ошизелЯ-Я-Я-Я-Я"
Slava-kpss-mike-killer-lyrics,"Я беру свой майк, чтобы рвать им ротКруглый стол нон-стоп, будто ЛанселотБала-балабол ты на блок, чтобы захапать всёКиллер из АТО, а я изотопЗаряд имею, чтобы попадать изи в топПсихи спят на сцене — Кен Кизи хопНе могу тебя ебать — very busy болтФлоу врубает форсаж — Вин Дизель дропЯ никогда не поменяю дикий рэп на номиналВсем этим педикам вменяю, что они не криминалИх рэп ебаный камингаут — мишки Гамми на битахА мой — ебаный Чикатило, Колумбайн, я на калганБрал твой Детройт мой бро в метроЭто андеграунд, гр-рр-р-р-р-о-оНакурился, проезжая МосковскуюНа масленицу сжёг БлиновскуюСука, не пизди мне, типа ты верифицированМы олдскул гэнг, будто я мумифицированБыл твой Стэн, баттл-флоу ампутировавТы косишь под певичек, всю агрессию купировавМы awesome gang, будто АненербеТы осёл-гей на фите со ШрекомИскусство здесь будто Фрэнсис БэконЯ на фоксе, чел, хотя тут нету МеганМекал бекал, потом прыг на бэттлЯ культуру хоронил, хоть не Ролан БартТы Бильбо Бэггинс — ты нахуй сбегалТуда обратно и такой: «nigga, wha-a-t?»Как дебилы пляшут рэперы нынче C-walk в ТикТокеА мы поднимаем лямы на логике в некрологеТвоей матери напишут: «Наткнулась на сынов хап»Так ебём, что наш микстейп скоро закупит PornoHubР-р-р-р-р-а, ракамакафо какофоний боссТрахаю попс на битах, будто ПатапонПоломали гроб, было так легкоНахуй твой Майот, мы Вдова КликоМастера слогов, будто бы КличкоБытиё — ничто, ну, а ты — никтоЖенат на хип-хопе — я верный husbandТак что я никогда не изменяю флоуПешком под стол, да ты просто ХасбикМы растём, наш стек уже просто КазбекБыли рэпы приговоры — теперь просто казниВ русском рэпе отсосал мне просто каждыйЙоу, да я просто флексю на битах ALX, будто Малькольм ИксЭй, я всё же прежний, чтоб не тратить бабки, тупо выпил СтиксТы воняешь как стик, я пою как Стинг, это не киллер инстинктНо фаталити флипХорош вафлить, килл-клик, раздуваю углиФлоу-пулемётом удивить тебя легко, ты набериАлло, я ломаными слогами ломаю level upМой логопед из этих рэпов ёбаных сошел с умаЭй-о-о-о-о-о-у, мой забавный хап, он качает такЧто морская болезньЭтот сраный парт я писал вот такНо в сравнении все видят, что ты overrateЙо бэйб, я Грэмми у ИманбекаУкрал и заставил его быть на бэкахРеспект, старик, но мы тут технариВы рубите окно на запад, а мы спалим РимПока спали вы, мы прокачали скиллИ Death Note — это мой новый MoleskineЯ ебал твою мать, так что фак ю, сынТы не разуешь меня, ведь я хожу босымНадо делать так, чтобы челюсть внизПробила восемь этажей — вот вам мой посылДэм-м-м, айм сэй ит, санЯ принёс вам свет — Томас ЭдисонЯ не царь Дессар, но мой самиздатЛегендарный стафф, будто Сталин самПогладив по плечу, сказал: «ты КПСС»Русский рэп — не спорт, но я КМСТакой великий, что пора писать ЖЗЛЯ на себя дрочу, как карлик с РБЛХа-а-а-а, аббревиатурыПосещайте, суки, скоро мои турыЯ читаю, бля, буду, лучше всехМне комментит фотки даже Гуччи МейнА, нет, Крэйзи ФрогДля меня эти лягушки на одно лицоЯ накидал сюда таких горячих строкМожно включать вместо конфорки и жарить стейкДа, это мясо, будто СпартакМассивный хап, словно ЭлефантОни запомнят все слова, будто бы тут диктантЯ не философ, мой императив — ай кам ю кант, bitchYou might also like"
Slava-kpss-bring-me-the-horizon-lyrics,"И в моём фургоне снова наступает чёрный дзенЛишь тоска, всему другому в моём мире места нетИ в моём фургоне снова наступает чёрный дзенДохлый Будда в белых вдовах, медитирую на смертьЯ не помню моих дней, на кресте я как мишеньЯ Монтень, я — как Мишель, намасте, я мамин шейхДеньги красные, как маки, и я прыгнул в аудиС чёрной киской в этих джунглях, я как будто МауглиЯ глотаю колесо, ливень льёт — мне нужен зонтПокажи мир без меня, bring me the horizonЯ вливаю алкоголь, часто допинг глушит больПокажи мир без меня, bring me the horizonИ в моём фургоне снова наступает чёрный дзенЛишь тоска, всему другому в моём мире места нетИ в моём фургоне снова наступает чёрный дзенДохлый Будда в белых вдовах, медитирую на смертьНичего не делаю, падаю в депрессиюПохороны ждут, пока я не собрал процессиюЯ не встану, чтоб открыть, можешь даже не звонитьСто пропущенных и цифры мои можешь позабытьYou might also likeЯ глотаю колесо, ливень льёт — мне нужен зонтПокажи мир без меня, bring me the horizonЯ вливаю алкоголь, к счастью допинг глушит больПокажи мир без меня, bring me the horizonBring me the horizon, bring me the horizonBring me the horizon, bring me the horizonЯ глотаю колесо, ливень льёт — мне нужен зонтПокажи мир без меня, bring me the horizonЯ не в силах написать куплет, я схожу с умаВсё нормально: это происходит по весне всегдаСутки лёжа, память тоже также как кровит деснаВстану только разве чтобы снова покурить с окнаИ в моём фургоне снова наступает чёрный дзенЛишь тоска, всему другому в моём мире места нетИ в моём фургоне снова наступает чёрный дзенДохлый Будда в белых вдовах, медитирую на смертьИ в моём фургоне снова наступает чёрный дзенЛишь тоска, всему другому в моём мире места нетИ в моём фургоне снова наступает чёрный дзенДохлый Будда в белых вдовах, медитирую на смерт"
Slava-kpss-suetolog-lyrics,"СуетологСуетологСуетологЯ суетологКупил крипту, продал хату и купил криптуЖду памп, как будто я пришел на колбасу, уВлетел на всю котлету в покер, скоро поднимуДеньги любят тишину. Деньги любят суетуВозьмём бабу из села и заведём ей онлифансИз Китая леденец продаю как лаллипапПусть тик-токеры сосут, я обожаю суетуСука, я Екклесиаст — сделал божественно хуйнюБизнес-коуч, скам проект мой ждёт лохов в гостиМамонт купит нам брелок из слоновой костиПокупаю твой домен, bitch, я киберсквоттерДеньги есть, так что нам похуй, что закрыли спотикСуетолог, по звоночку подскочу Суетолог, кто наводит суетуСуетолог, слушай, чё сказать хочуСуетолог, чел, ты сделал говномувYou might also likeСуетологСуетологСуетологЧел, ты сделал говномувСкамлю лохов на АвитоПомогает мне молитваКошелёк такой пузатыйМолодой Дэни ДеВитоСо всего имею про́цент и урок вам преподамДаже твой же кал из жопы я тебе перепродамВзял пару кадиллаков и теперь сдаю в наёмЭто русский прое-бизнес, значит всё проебёмЖилка есть, предприниматель тот, кто делает делаСделал кожаный футлярчик пацану на брит милаЯ телефонный мошенник, твоя мамка шлёт мне деньгиЯ снимаю пенки, каждый лох мне платит пенниНа гараже написано: «Зарплата 200к»Я позвонил и с этих пор я полюбил гулятьСуетолог, по звоночку подскочу Суетолог, кто наводит суету Суетолог, слушай, чё сказать хочу Суетолог, чел, ты сделал говномувСуетологСуетологСуетологЧел, ты сделал говному"
Slava-kpss-do-not-work-for-the-man-lyrics,"Ayy Global Got the GOAT!С детства смотрел на родителей, думалБлядь, в пизду какая работа?В колледже дул и смотрел анимеТолкал травку и жил беззаботноТёти носили повесткиНо, блядь, в пизду какая армейка?Я же не конченый долбоёбЯ читал ""Солдата Швейка""После учёбы в танки игралБыл админом в компьютерном клубеВсё, что поднял, тут же спускалЯ не мечтал выбиться в людиВсё, что поднял, тут же спускалЯ не мечтал выбиться в людиНахуй работать на дядюОн выкопал яму мне, будто КопатычНахуй работать на дядюЯ патриот, так что только ХабаровскНахуй работать на дядюМоя башка — это мой банкоматНахуй работать на дядюЗавтра не будет, есть только сейчасYou might also likeНахуй работать на дядюНахуй работать на дядюНахуй работать на дядюЧел, не работай на дядюНахуй работать на дядюНахуй работать на дядюНахуй работать на дядюЧел, ты дурак, не работай на дядюНахуй работать на дядюОн выкопал яму мне, будто КопатычНахуй работать на дядюЯ патриот, так что только ХабаровскНахуй работать на дядюМоя башка — это мой банкоматНахуй работать на дядюЗавтра не будет, есть только сейчасКто же мне судьи, я в комнатеНочью не сплю, я alone in the darkВ Питере тоже страдаю хуйнёйЯ устроился, блядь, в аквапаркЯ не беру ипотекуВерю, что деньги когда-то придутИз обезьяны усталую сволочьДелает трудВсё это время я делаю демкиДа, не особо поднялсяИз достижений походу одно:Я не заебалсяЯ нихуя не делаюБлядь, я нихуя не делаюИ не парюсь, типа:«Блядь, чё же я нихуя не делаю?»Нахуй работать на дядюОн выкопал яму мне, будто КопатычНахуй работать на дядюЯ патриот, так что только ХабаровскНахуй работать на дядюМоя башка — это мой банкоматНахуй работать на дядюЗавтра не будет, есть только сейчасНахуй работать на дядюНахуй работать на дядюНахуй работать на дядюЧел, не работай на дядюНахуй работать на дядюНахуй работать на дядюНахуй работать на дядюЧел, ты дурак, не работай на дядюНахуй работать на дядюОн выкопал яму мне, будто КопатычНахуй работать на дядюЯ патриот, так что только ХабаровскНахуй работать на дядюМоя башка — это мой банкоматНахуй работать на дядюЗавтра не будет, есть только сейчас"
Slava-kpss-post-adult-lyrics,"Слава КПСС, уж за три года пора уже вырастиИ творить что-нибудь стоящее, а не то дерьмо, которое я щас слышалаЯ антивзрослый Я недовзрослый Деньги на игрушки Я поствзрослый Балбес рослый Я не взрослею, мне это не нужно Я антивзрослый Я недовзрослый Деньги на игрушки Я поствзрослый Балбес рослый Я не взрослею, мне это не нужно Мне училка говорила, надо повзрослеть Мне тридцать два, и ей бы надо пососать До сих пор витаю где-то в облаках Взял малышке эконом, а мог бы бизнес-класс Я играю в эту жизнь, как в игру Мой огромный пистик палит ей в пизду Русский рэп — моя песочница, и мне так хочетсяТоптать твои куличики, мелкий обоссыш Она в слезах сказала, что со мной нельзя делать семьюПохуй, бля, этой бу я устрою МалибуМы не расстанемся друзьями, почему?Да потому, что с девчонками я не дружу Я кривляюсь, но я не абориген Жду, когда спустятся трупы по реке Ёбаный взрослый мир, нахуй твои проблемыСкажешь чё-то про кредит, и я тебе сломаю челюсть You might also likeЯ антивзрослый Я недовзрослый Деньги на игрушки Я поствзрослый Балбес рослый Я не взрослею, мне это не нужно Я антивзрослый Я недовзрослый Деньги на игрушки Я поствзрослый Балбес рослый Я не взрослею, мне это не нужно Топ пять лучшихБу-а, бу-а, бу-эИ топ пять худших, вотСкири, скири, пауСлаву КПСС надо поставитьБу-а, бу-а, бу-эВ самый низ, просто потому что он не умеет растиХ"
Slava-kpss-wof-wof-lyrics,"У тебя бы и на собаку всталУ тебя бы и на собаку всталУ тебя бы и на собаку всталИ ты делаешь: ""гав-гав"", ""гав-гав""Любишь малышку ДоруТаскаешь изи бустВ Spoty артистом года стал фрешмен SODA LUV Часто сидишь в ТикТокеЭтот звучок — трендТы красишь кончики и любишь глиттер на лицеTwitter-бифы и феминитивыГоворишь, в России как в Северной КорееЯ хотел бы стать твоею HQD'шкойТы любишь всякую херню, но я тебя сильнееЯ люблю твои тупые песни Я люблю твои тупые мемы Скамишь, что это крутые вещи Но сегодня буду с тобой честнымYou might also likeУ тебя бы и на собаку всталУ тебя бы и на собаку всталУ тебя бы и на собаку всталИ ты делаешь: ""гав-гав"", ""гав-гав""У тебя бы и на собаку всталУ тебя бы и на собаку всталУ тебя бы и на собаку всталИ ты делаешь: ""гав-гав"", ""гав-гав""У меня бы точно встал Обожаю гиперпоп, не понимаю дэт-метал, а-аВ Доте 5.8кСмотрю стримы Некоглая, трахал я ваш андерграунд, а-а Дети любят мои треки, они попадают в реки, для меня это как петтингТолько вместо члена — деньги, так что вставай на колениИ полай, как будто пёсикГав-гав, гав-гав Гав-гав, гав-гав У тебя бы и на собаку встал У тебя бы и на собаку встал У тебя бы и на собаку встал И ты делаешь: ""гав-гав"", ""гав-гав"" У тебя бы и на собаку всталУ тебя бы и на собаку всталУ тебя бы и на собаку всталИ ты делаешь: ""гав-гав"", ""гав-гав""Гав-гав"
Slava-kpss-mom-im-a-leftist-lyrics,"Всем левым, всем левым пацанам и девчонкам посвящаетсяПосвящаетсяLeft hype, ёптаЭй, эй, еМама, разве ты не мечтаешь о волеНахлебавшись от власти дерьма?Мама, почитай Кропоткина, что лиРазберёшься сама, государство — тюрьмаПостроят ГУЛАГ и Дахау Власти любой природы Анархия — это не хаос Анархия — это свободаЧто с тобой не так?Что с тобой не так?Что с тобой не так?Мама, я левак!Что с тобой не так?Что с тобой не так?Что с тобой не так?Мама, я левак!Что с тобой не так?Что с тобой не так?Что с тобой не так?Мама, я левак!Что с тобой не так?Что с тобой не так?Что с тобой не так?Мама, я левак!You might also likeПлатона оставь заморочки Чтоб мысли полёт не стреножить Не хуже Кропоткина строчки И истина всё же дороже Умами она завладела Звуча содержательно кратко В анархии нет беспредела Анархия — мама порядка!Когда чёрно-красное знамяЗаплещется в небе лучистомНадеюсь, вы будете с намиМатери анархистовЧто с тобой не так?Что с тобой не так?Что с тобой не так?Мама, я левак!Что с тобой не так?Что с тобой не так?Что с тобой не так?Мама, я левак!Что с тобой не так?Что с тобой не так?Что с тобой не так?Мама, я левак!Что с тобой не так?Что с тобой не так?Что с тобой не так?Мама, я левак"
Slava-kpss-skinny-noski-lyrics,"Детка, не грустиЗай, не грустиДетка, не грусти, на мне скинни носкиКак брюлики блестит мой отточенный стильМы были близки, теперь шепчет: «Кис-кис»Тебе кто-то другой, но мне похуй, поймиЯ не хочу быть ни с кем из этих девок — они трэшВсё, что меня парит и меняет, детка, — онли кэшЯ некоммуникабельный кабель — гашу сукам светБывшие, узнав как я поднялся, кричат: «Это бред!»Оу, это бред, оу, это бредHoe узнала, что я тупо поимел их всехОу, это бред, оу, это бредHoe узнала, что я тупо поимел их всехДетка, не грусти, на мне скинни носкиКак брюлики блестит мой отточенный стильМы были близки, теперь шепчет: «Кис-кис»Тебе кто-то другой, но мне похуй, поймиYou might also likeЯ слышу лишь бла-бла-бла, вы все — дрянь и где делаЯ поднял недавно лям, но уже его въебалЯ купил по хате всем свои родным только за стримингА ты до сих пор живёшь у мамы в бочке словно киникЯ люблю тебя, малая, трахать под Ивана ДорнаПомнишь мы смотрели порно прям у твоей мамы домаЯ сказал, что никому не скажем, видишь, не совралТвои дырки заняты всегда, ты моя Мисс АвралГоворят не стоит так читатьЭто слишком грязно, чтоб попадатьЛюдям в плейлисты, но мне поебатьНо мне просто похуй, поймиДетка, не грусти, на мне скинни носкиКак брюлики блестит мой отточенный стильМы были близки, теперь шепчет: «Кис-кис»Тебе кто-то другой, но мне похуй, поймиДетка, не грусти, на мне скинни носкиКак брюлики блестит мой отточенный стильМы были близки, теперь шепчет: «Кис-кис»Тебе кто-то другой, но мне похуй, пойми"
Slava-kpss-lesbian-lyrics,"Эй, эйУ тебя возникли лесбушные мысли У тебя возникли лесбушные мысли У тебя возникли лесбушные мыслиУ те—У тебя, вроде как я люблю тебяВроде бы вы просто подруги, подружки В кровати вдвоём, между вами подушкиПришла на ночёвку, надели ночнушкиКакие же хорошие у неё веснушкиЛП знает мемы любимые все ЛП, где бы ни была, придёт к тебе ЛП над твоим бывшим хохочет вслухЛП коснулась мочки ушка, как вдруг…У тебя возникли лесбушные мысли У тебя возникли лесбушные мысли У тебя возникли лесбушные мыслиУ те—У тебя, вроде как я люблю тебяУ тебя возникли лесбушные мыслиУ тебя возникли лесбушные мыслиУ тебя возникли лесбушные мыслиУ те—У тебя, вроде как я люблю тебяYou might also likeМальчики делают харрасмент Ноготков не замечают За компьютером играют в свои танчикиДевочки, конечно же, гораздо сексуальней выЛегли в постель перед сном посмотреть «Эйфорию» Полбокальчика вина, покурили мариюТакая милая, она чешет за ушком кистьюНе заметила сама, как и снова возникли…Кружат мурашки вальсомКогда она тронет пальцемДумаешь, как ей признатьсяНе хочу дружить, хочу ебаться!У тебя возникли лесбушные мысли У тебя возникли лесбушные мысли У тебя возникли лесбушные мыслиУ те—У тебя, вроде как я люблю тебяУ тебя возникли лесбушные мыслиУ тебя возникли лесбушные мыслиУ тебя возникли лесбушные мыслиУ те—У тебя, вроде как я люблю теб"
Slava-kpss-super-ex-lyrics,"СупербывшаяТы — супербывшаяСупербывшаяТы — супербывшаяВся пиздатая, нереальнаяСекси бабочка , изначальнаяИзмочаль меня, ты — фантазияЯ кончал в тебя, теперь я — не яКак Годзилла может выжечь меня взглядом, сука Была рядом — теперь далеко, как будто луна Один взгляд и сердце нигером мне крикнет: «Pull up» Она океан, но в нём себя таит акулаСупербывшаяТы — супербывшаяСупербывшаяТы — супербывшаяСупербывшая Ты — супербывшая СупербывшаяТы — супербывшаяYou might also likeКто там над городом парит?СупербывшаяКто всех тех сучек перебил?СупербывшаяКто для героя — криптонит?СупербывшаяКто, пока ты жив, бдит?СупербывшаяСупербывшаяСупербывшая Супербывшая Супербывшая Супербывшая Может, она та? Говорят гудки: она занятаПроникает в сны, как будто чёртов Фредди Крюгер Узнаешь через друзей, что она, вроде, любит Пишешь пьяный и стираешь, знаешь — хуже будет Ты не веришь, что они есть — Бог и секс по дружбе Кто из вас суперзлодей так и не решили И из всех людей один ты знаешь её имя Ты в ТЦ её увидел и ушёл с маршрута Но мы оба знаем, кто ей позвонил под утроСупербывшаяТы — супербывшая Супербывшая Ты — супербывшая Супербывшая Ты — супербывшая СупербывшаяТы — супербывшаяКто там над городом парит?СупербывшаяКто всех тех сучек перебил?СупербывшаяКто для героя — криптонит?СупербывшаяКто, пока ты жив, бдит?СупербывшаяСупербывшаяСупербывшаяСупербывшаяСупербывшаяСупербывшаяМожет, она та?Говорят гудки: она занята"
Slava-kpss-breakups-lyrics,"Мне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиЯ займусь собойЯ займусь собойЯ займусь собойВот увидишь: собойЯ стану смелым и сильнымБуду вставать, ставить будильникБуду ходить в бассейн и фитнесИ меня впишут в книгу ГиннесСамый весёлый парнишкаПосле расставашек не унывший, не скисшийВесёлый парнишкаНаучусь играть на гитареИ пройдусь по великой стене в КитаеПробегусь от Фалеса до ГегеляИ освою их учения как делать нехуй яЯ буду в окружении сочных цыпИ забуду как пишется ""суицид""Через е или через и?Через год мы встретимся в кафетерии, иИ ты скажешь: «Воу, хорошо выглядишь» You might also likeА я отвечу на идеальном инглише Ведь я был суперпродуктивным, иНи разу не сломленнымИ голосом полным любвиЯ скажу тебе: «Нах... кхм, кхм»То есть: «Ты отлично выглядишьТы сегодня отлично выглядишь»Мне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиМне похуй на расставашкиЯ займусь собойЯ займусь собойЯ займусь собойВот увидишь: собо"
Slava-kpss-leningrad-lyrics,"Дома нет никогоА я бухаю водочку Абонент ниалёЯ посылаю скобочку За ноутбуком в одногоКогда закончится сериал Я разъебу весь мировойПорядок, как Володя завещалДома нет никогоМожет, вызвать себе шлюх?Курс рубля скаканулТеперь одну могу позволить там, где раньше двухДома нет никогоА я бухаю водочкуИ будто я дегенератСтавлю группу «Ленинград»Утром в газетеА вечером в куплетеДнём я партийныйНочью в борделеЗнаюсь с троллем из кремляУши торчат, как у ослаЯ пригожий, пригожийПригожинский тролль В Ростове шикарные плюхиВ Москве охуенно с лавэ Вообще-то исконно я русский Люблю букву «А», букву «П»Сияя зубами на нищих Шагает богемный эстет Добавлю ебаные трубы Чтоб нравилось всей быдлоте You might also likeДома нет никого А я бухаю водочку Поднимаем стопочки За здоровье Вовочки!"
Slava-kpss-you-can-always-lyrics,"Всегда можно отсидетьЕсли много пиз—Всегда можно отсидетьЕсли много пиз—Мне звонят — дзынь — говорят: «ДураОткрывай дверь, здесь прокуратураЧё ты там писал в интернете, а?Камси камса, мы знай себе коси косаТы не читал закон — это запретилиРыжий цвет волос и носочки с кивиЗря вы не свалили, пока было времяТеперь отсидеть — есть крутая тема»Я сел на очкоИ лечу на МарсЯ сел на очкоИ лечу на МарсБоже, храни от царя, а за грехи сорянЕсть человек, и есть статья, а есть яБоже, храни от царя, а за грехи сорянЕсть человек, и есть статья, а есть яYou might also likeВсегда можно отсидетьЕсли много пиз—Всегда можно отсидетьЕсли много пиз—Как-то всё тревожно сталоРаньше я так крепко спал, аТеперь жду всё катастрофыИ пишу простые строфыМне звонят на трубку, говорят: «СК» Дяденька сказал: он меня искал Типа я писал очень плохую песню И плата по счетам будет интереснойГоворит, нельзя про рыжую корову Песенки писать по новому законуЯ иду к балкону и смотрю на небоПросто навалить есть крутая темаЯ сел на очкоИ лечу на МарсЯ сел на очкоИ лечу на МарсБоже, храни от царя, а за грехи сорянЕсть человек, и есть статья, а есть яБоже, храни от царя, а за грехи сорянЕсть человек, и есть статья, а есть я Всегда можно отсидетьЕсли много пиз—Всегда можно отсидетьЕсли много пиздеть"
Slava-kpss-coin-lyrics,"Бабки в стейблкойн, за душою нихуя, яВ самолёт, и сорри, не вернусь я никогда, даДоллар, евро, сомы — это вся моя семья, яДай мне один доллар — это где-то миллиардБабки в стейблкойн, за душою нихуя, яВ самолёт, и сорри, не вернусь я никогда, даДоллар, евро, сомы — это вся моя семья, яДай мне один доллар — это где-то миллиардМиллиард рублёв и ни одной проблемыЗа свободу раб готов и утопить галеруЛево, право, подо мной ЕвропаПравда, я не нужен никому и домаДальний Восток, где могилка моего отцаДедок, ты ёбнулся, но мы с тобою до концаДа, я слишком туп, чтоб нужным быть где-то ещёС молоком из титьки матери впитавший чернозёмЯ, забугорный трэп, пошёл ты нахуй Тут только русская ударка — Григорий ДроздОднажды я, как и мой дедушка, под камнем лягуТолько с неба не хватал, как он, красноармейских звёздИздалека долго течёт река ВолгаВряд ли за кордоном кто-нибудь это поймётИз чего же всё же сделаны наши мальчишки? Из русских мемов, культа войн и материнских слёзYou might also likeЭто моё место — тут я был рождёнИ слова любви этим языком Были сказаны не раз — я других не знаюЯ, как боинг, в эту русскую землю ныряюБабки в стейблкойн, за душою нихуя, яВ самолёт, и сорри, не вернусь я никогда, даДоллар, евро, сомы — это вся моя семья, яДай мне один доллар — это где-то миллиардБабки в стейблкойн, за душою нихуя, яВ самолёт, и сорри, не вернусь я никогда, даДоллар, евро, сомы — это вся моя семья, яДай мне один доллар — это где-то миллиард"
Slava-kpss-pathos-lyrics,"I am first feel!Я, яЕсть проблемы, я лечу на Пафос Ты проблема, я включаю пафос Превращаясь в остров-крепость, пафос Я проблема, брат; а я, брат, пафосЕсть проблемы, я лечу на Пафос Ты проблема, я включаю пафос Превращаясь в остров-крепость, пафосЯ проблема, брат; а я, брат, пафосНакурило с двух, я курю по четвёртомуВ хате пахнет газом, я звоню 104-омуУ нас не лучшая жизнь, но и не худшаяНе хожу в макдак, ведь с деньгами как у Скруджа Скоро с братом будем трахать индустриюМоя жизнь кино, и я уволил сценаристовЯ знаю все поворотыНо искра — и вспыхну, как полы Савонаролы Закат такой, будто морской пожарПока писал куплет, подорожалИ наши имена на гаражахДольше останутся, чем в «Спотифай»Похуй, рай за поворотом или в небесахСчастье кралось оцелотом по диким лесамНо сомнения размыли почву тут и тамИ провалится в болото мой маленький храмYou might also likeЕсть проблемы, я лечу на Пафос Ты проблема, я включаю пафос Превращаясь в остров-крепость, пафос Я проблема, брат; а я, брат, пафосЕсть проблемы, я лечу на Пафос Ты проблема, я включаю пафос Превращаясь в остров-крепость, пафосЯ проблема, брат; а я, брат, пафосМалышка любит пафос — окей, гоуМного улыбаюсь — это шмоук Говорят, жизнь не кино, но, брат, а это тогда что? Съел на завтрак веган ролл, затем съебался за бугорГоу-гоу, я готов побыть счастливымNo-no, счастье не синоним прибыльЯ не выбрал эти деньги — деньги выбрали меняНе мяу-мяу и не в моменте, мои мысли — чистый кайфМожет быть, я хочу драться, может быть, хочу любвиМожет быть, это всё пафос, но попробуй догониНаш болид, и он мчит за пределами гран-приДа, я уличный, on street, да я с лучшими, палиИндустрия типа фифы, не Сизиф — не верю в мифыТы нырнул и застрял в рифах, я нырнул и свежим выплылПафос-пафос, да, я папаПапа-папа, ты не плакайЕсть проблемы, я лечу на Пафос Ты проблема, я включаю пафос Превращаясь в остров-крепость, пафос Я проблема, брат; а я, брат, пафосЕсть проблемы, я лечу на Пафос Ты проблема, я включаю пафос Превращаясь в остров-крепость, пафосЯ проблема, брат; а я, брат, пафо"
